id,text_stemmed,Positive,Negative,Neutral,Compound,Sentiment,sentiment_count,final_label
3951,kasus ini adalah putus pihak mendagri yang akan jadi preseden buruk hadap upaya pak prabowo kembali percaya rakyat pada perintah soal legalitas adil dan tega hukum apalagi masuk dalam janji helsinki jarak dekat bukan jadi alas,0,0.057,0.943,-0.2732,negatif,2,netral
3965,tolong polisi atau siapa jangan sampai orang tua liar begitu saja kasih dia hukum timpal jujur tidak rela kalau cuma penjara tapi kita ikut prosedur hukum yang ada di negeri ini moga ada adil buat si anak memang bangsat orang tua,0,0.076,0.924,-0.5106,negatif,2,netral
3971,alas kenapa simbol hukum dewi adil mata tutup kain adalah tunjuk ketidakberpihakan saya tidak mau tahu kamu mau lagi kanker atau apa tapi di mata hukum kamu sama beda hanya kamu benar atau salah walau balas saya dengar naif karena konteks hukum di indonesia yang seperti tahi,0,0.044,0.956,-0.2732,negatif,2,netral
3976,tidak ada alas untuk tindak yang nakal masuk hakim itu sendiri sekali nakal hukum mati oke baru imbang sama naik gaji dan rasa adil rakyat,0,0.08,0.92,-0.2732,negatif,2,netral
3997,alhamdulillah andai saya hakim dan gaji naik saya akan malu jika suap malu perkosa adil demi gempal uang dari dakwa saya akan malu rudapaksa benar untuk tutup mata kepada korban ketidakadilan tetapi itu hanya angan kalian saya manusia anti hukum,0,0.056,0.944,-0.3182,negatif,2,netral
4022,benar tidak hanya tega hukum tapi ini adalah problem hukum positif yang kaku dan birokratif adil dan moralitas itu inti sementara birokrasi dan uu itu kulit luar inti begitu,0,0.088,0.912,-0.4019,negatif,2,netral
4075,terus saja putar karena lemah bukti untuk nyata pak tom salah wahai para tegak hukum jika tuntut cari benar dan campak adil maka kalian akan tuntut oleh angkara murka diri kalian sendiri bismillah doa kami iring juang pak tom,0,0.08,0.92,-0.5106,negatif,2,netral
4087,bayang kamu perkosa lalu datang ke kantor polisi dengan sisa berani yang kamu milik harap hukum pihak kepada tapi yang kamu temu bukan adil lain gilir dua oleh oknum di negeri ini korban tidak cari adil tetapi trauma yang lama daur ulang,0,0.064,0.936,-0.4215,negatif,2,netral
4118,siapa pun backingnya bukan alas bagi aparat tegak hukum untuk biar kasus ini gantung jika jaksa,0,0.123,0.877,-0.2732,negatif,2,netral
4146,yang framing justru kamu olah tagar dan suara publik adalah ancam padahal itu satusatunya alarm ketika hukum dan kuasa gagal tegak adil ekologis,0,0.098,0.902,-0.34,negatif,2,netral
4221,hukum bukan panggung drama tapi buat khozinudin provokator tiap pasal jadi properti buat tambah efek tuju bukan adil tapi karakter assassination,0,0.163,0.837,-0.5994,negatif,2,netral
4233,ia tuntut berani politik konsistensi hukum dan pihak institusional jika hukum tak arah pada adil substantif dan ekonomi biar liar tanpa koreksi negara maka pancasila tinggal jargon adil sosial hanya impi,0,0.099,0.901,-0.5106,negatif,2,netral
4299,tegak hukum harus sadar bahwa propaganda ini bukan untuk cari adil tapi untuk cipta kacau makin biar makin besar luka demokrasi kita awas hti,0,0.08,0.92,-0.25,negatif,2,netral
4304,lagilagi yang laku itu aksi fitnah dan propaganda sudah pasti hti itu jelasjelas langgar hukum ayo dong para aparat harus bukti pihak pada adil nya kita juga harus awas hti sama hal yang jadi,0,0.057,0.943,-0.25,negatif,2,netral
4308,kalau aku paksa dengan keras dan hukum bisa beli dengan rp juta lalu adil itu milik siapa oknum seperti ini bukan cuma coreng institusi tapi juga hancur percaya rakyat kami tidak anti polisi kami hanya ingin aparat yang benarbenar,0,0.057,0.943,-0.3182,negatif,2,netral
4312,sangka sudah aku polisi tetapi belum ada yang tahan kalau rakyat biasa baru lapor saja sudah jemput paksa jangan biar hukum cuma tajam ke bawah korban butuh adil bukan alas,0,0.068,0.932,-0.2732,negatif,2,netral
4400,prabowo bilang bahlil tidak guna padahal dia juga yang sambung izin investor yang mudah dorong hilir umkm bisa punya izin usaha hari kelar yang useless siapa benar,0,0.097,0.903,-0.4215,negatif,2,netral
4401,kok bisa gitu ya dengan alas hilir isi bumi indonesia keruk hingga kering untuk penting asing,0,0.123,0.877,-0.2732,negatif,2,netral
4418,banyak akun besar badrun laku hoaks fitnah bullying dan bagai akibat pak jokowi bubar ormas radikalisme kalah pilpres berantas korupsi laku hilir cepat sembuh pak jokowi,0,0.135,0.865,-0.5994,negatif,2,netral
4431,terminologi wahabi pakai untuk semua yang tentang cara pikir mereka kalau alas perintah tambang demi ekonomi mari hitung lagi hilir di sektor agrikultur,0,0.087,0.913,-0.2732,negatif,2,netral
4468,nah bagaimana cek di situs data dagang internasional cina lapor dari sekitar juta ton biji nikel nila juta dolar as impor dari ri tapi di tahun itu kan sudah ngomong hilir dan lapor indonesia tidak sesuai dengan cina,0,0.036,0.964,-0.1027,negatif,2,netral
4501,janji juta kerja nyata kerja hijau hilir fakta phk lapang kerja seret tambang liar tambang di tempat wisata tambang di pulau kecil babat hutan pecah mantu mulyono vs aceh,0,0.105,0.895,-0.5106,negatif,2,netral
4729,degradasi moral dan norma etika adalah sumber hancur suatu generasi demokrasi yang terlalu barbar justru akan jadi bola liar jadi hancur masa depan perlu reevaluasi kena tatanan sosial dan demokrasi dengan tertib dan atur tegas jadi jelas ini bukan autogolpe,0,0.078,0.922,-0.5106,negatif,2,netral
4735,karena amerika datang ke negaranegara muslim di afrika dengan adu domba dan bawa malapetaka dengan alas demokrasi,0,0.116,0.884,-0.2732,negatif,2,netral
4779,belum sindir pdip koreksi dulu partai apakah partai pernah menang milu apakah partai pernah menang calon presiden sampai periode partai kemarin sore soksokan bahas demokrasi kan ketua umum mu saja angkat cara tibatiba,0,0.072,0.928,-0.3612,negatif,2,netral
4786,minim partisipasi publik dalam ambil bijak alih fungsi ruang ilmiah jadi ruang represif dampak negatif sosialakademik intimidasi hadap dosenmahasiswa kritis trauma orde baru dan turun demokrasi kampus lingkung kurang ruang hijau,0,0.085,0.915,-0.4215,negatif,2,netral
4795,ya sudah tidak usah pakai nama republik tidak usah bawa demokrasi lagi stop bawa kita bangsa yang besar tapi guna kami karena kita ini sudah jelas cuma cakup kalian dan penting kalian bajing,0,0.064,0.936,-0.296,negatif,2,netral
4832,ya itu laku untuk semua umkm masuk toko offline dan online tetapi wajib pajak yang patuh sangat sedikit jadi perintah buat atur agar toko online yang omzet lebih dari satu juta rupiah paksa bayar pajak hasil final itu,0,0.039,0.961,-0.128,negatif,2,netral
4861,saya juga tuju yang omset juta tahun suruh bayar pajak itu bukan umkm lagi kalau juta tahun sekarang distributor main besar sudah masuk pasar enak banget omset gede tidak bayar pajak sedang yang offline bingung sudah omset turun pajak tetap jalan,0,0.036,0.964,-0.128,negatif,2,netral
4891,kalau lama ini sudah bayar pajak bagaimana benar atur pph final umkm itu kan sudah dari lama ya memang dari dulu kita bayar pajak besar itu mau jual offline maupun online,0,0.048,0.952,-0.128,negatif,2,netral
